"","Transect","DateTimeUTC","Year","Day","Month","Latitude","Longitude","CP","CN","NP","POCavg","PONavg","POPavg","SurfNO3","SurfPO4","SST","PAR_MODIS","CHLOR_a_MODIS","frac_dia_NOBM","frac_coc_NOBM","frac_cya_NOBM","frac_chloro_NOBM","PO4_WOA","NO3_WOA","SiOH4_WOA","PO4_fill","NO3_fill","Nutcline_WOA_1um","PO4_GLODAP","NO3_GLODAP","Nutcline_GLODAP_1um","MLD_Holte17","SPP_Rich_Righetti19","FeT_CESM","sp_Nutlim_CESM2","PAR_surfmean_umols","MLPAR","Nstar_0","Nstar_0_WOA","Nstar_200_WOA","Nstar_200_GLODAP","frac_euk_NOBM","absLatitude","logCP","logCN","logNP","logPO4_fill","logNO3_fill","logPO4_WOA","logNO3_WOA","logPO4_GLODAP","logNO3_GLODAP","logMLD","logCHLOR_a","logFeT","logMLPAR","region","area_weights"
"122","I9N",2016-04-10 05:10:00,2016,10,4,-0.4346,93.58771667,131.469267318999,6.92797118847539,18.9765897897637,2.01985,0.29155,0.0153636666666667,0,0.017777778,30.8479,29.432,0.0889017954468727,0.016892487,2.4735735e-05,0.5367193,0.44636345,0.116834493700415,0.0506389832552522,1.357662964046,0.017777778,0.1,56,0.0958926758021116,0.0687752975784242,54,27.4748276307528,284.5,0.259363656368805,"N-lim",340.648148148148,199.984282281752,-0.215669150421576,-1.95703545487672,-4.34335607242584,-3.27846331214905,0.446388185735,0.4346,4.87877311570294,1.93556701254412,2.94320610315882,-4.02980602858453,-2.30258509299405,-2.14699692940967,-2.98303357924564,-2.34452567329284,-2.67691064534081,3.31327022659404,-2.42022294041343,-1.34952412343527,5.29823877486855,"Tropical",0.999971232501361
"123","I9N",2016-04-10 08:00:00,2016,10,4,-0.315935,93.55215167,133.328766318921,7.08539629706676,18.8174042394943,2.27063333333333,0.320466666666667,0.0170303333333333,0,0.016666667,31.2669,27.371998,0.0889017954468727,0.016892487,2.4735735e-05,0.5367193,0.44636345,0.116834493700415,0.0506389832552522,1.357662964046,0.016666667,0.1,56,0.0958926758021116,0.0687752975784242,54,27.4748276307528,284.5,0.259363656368805,"N-lim",316.805532407407,185.986999682235,-0.197891374421576,-1.95703545487672,-4.34335607242584,-3.27846331214905,0.446388185735,0.315935,4.89281800524515,1.95803580623845,2.9347821990067,-4.0943445422221,-2.30258509299405,-2.14699692940967,-2.98303357924564,-2.34452567329284,-2.67691064534081,3.31327022659404,-2.42022294041343,-1.34952412343527,5.22567677708896,"Tropical",0.999984797356183
"124","I9N",2016-04-10 10:56:00,2016,10,4,-0.119813333,93.48306833,145.836584985173,6.93799888620755,21.0199781488997,2.49166666666667,0.359133333333333,0.0170853333333333,0,0.015555556,31.2364,27.137997,0.0863486751914024,0.016892487,2.4735735e-05,0.5367193,0.44636345,0.126272861625999,0.0747158087007701,1.27720988112688,0.015555556,0.1,56,0.095184889677912,0.0834015230238438,54,46.6501015529014,280.83334,0.265673079411499,"N-lim",314.0971875,136.798939790594,-0.165487372976156,-2.01709178826213,-4.51550258731842,-3.41953606796265,0.446388185735,0.119813333,4.98248671392217,1.93701338801246,3.04547332590971,-4.16333740513762,-2.30258509299405,-2.06931014503394,-2.59406358003995,-2.35193407165314,-2.48408870810739,3.84267510420205,-2.44936181681864,-1.32548875083956,4.91851225508966,"Tropical",0.99999781357351
"125","I9N",2016-04-10 13:30:00,2016,10,4,0.000613333,93.44167333,129.408450704225,7.3558923996584,17.5924882629108,2.297,0.312266666666667,0.01775,0,0.014444444,31.1078,36.241997,0.0863486751914024,0.0069921813,2.7945038e-05,0.5828128,0.4101671,0.126272861625999,0.0747158087007701,1.27720988112688,0.014444444,0.1,56,0.095184889677912,0.0834015230238438,54,46.6501015529014,280.83334,0.265673079411499,"N-lim",419.46755787037,182.690961513994,-0.147709580976156,-2.01709178826213,-4.51550258731842,-3.41953606796265,0.410195045038,0.000613333,4.86297368676767,1.9955016790737,2.86747200769397,-4.23744543663201,-2.30258509299405,-2.06931014503394,-2.59406358003995,-2.35193407165314,-2.48408870810739,3.84267510420205,-2.44936181681864,-1.32548875083956,5.20779599042508,"Tropical",0.999999999942705
"126","I9N",2016-04-10 15:56:00,2016,10,4,0.147463333,93.37547167,124.799496776223,5.9473536299766,20.984038370813,2.11626666666667,0.355833333333333,0.0169573333333333,0,0.013333333,30.8618,37.885998,0.0863486751914024,0.0069921813,2.7945038e-05,0.5828128,0.4101671,0.126272861625999,0.0747158087007701,1.27720988112688,0.013333333,0.1,56,0.095184889677912,0.0834015230238438,54,46.6501015529014,280.83334,0.265673079411499,"N-lim",438.495347222222,190.978146224593,-0.129931804976156,-2.01709178826213,-4.51550258731842,-3.41953606796265,0.410195045038,0.147463333,4.8267084236854,1.78294635254772,3.04376207113767,-4.31748813853631,-2.30258509299405,-2.06931014503394,-2.59406358003995,-2.35193407165314,-2.48408870810739,3.84267510420205,-2.44936181681864,-1.32548875083956,5.25215900382814,"Tropical",0.999996687982741
"127","I9N",2016-04-10 19:20:00,2016,10,4,0.316748333,93.30029333,120.282431871878,6.75645831222774,17.8025862535394,2.2231,0.329033333333333,0.0184823333333333,0,0.012222222,30.72,36.173996,0.0863486751914024,0.0069921813,2.7945038e-05,0.5828128,0.4101671,0.126272861625999,0.0747158087007701,1.27720988112688,0.012222222,0.1,56,0.095184889677912,0.0834015230238438,54,46.6501015529014,280.83334,0.265673079411499,"N-lim",418.680509259259,182.348177751998,-0.112154028976156,-2.01709178826213,-4.51550258731842,-3.41953606796265,0.410195045038,0.316748333,4.7898425763386,1.91049883445221,2.87934374188639,-4.40449950870776,-2.30258509299405,-2.06931014503394,-2.59406358003995,-2.35193407165314,-2.48408870810739,3.84267510420205,-2.44936181681864,-1.32548875083956,5.20591792407067,"Tropical",0.999984718981226
"128","I9N",2016-04-10 22:46:00,2016,10,4,0.392586667,93.20948167,114.977964901235,5.42678057386943,21.1871409459353,1.94803333333333,0.358966666666667,0.0169426666666667,0,0.011111111,30.676,34.706,0.0863486751914024,0.0069921813,2.7945038e-05,0.5828128,0.4101671,0.126272861625999,0.0747158087007701,1.27720988112688,0.011111111,0.1,56,0.095184889677912,0.0834015230238438,54,46.6501015529014,280.83334,0.265673079411499,"N-lim",401.689814814815,174.948210229825,-0.0943762529761562,-2.01709178826213,-4.51550258731842,-3.41953606796265,0.410195045038,0.392586667,4.74474050044932,1.69134606195677,3.05339443849255,-4.49980968033026,-2.30258509299405,-2.06931014503394,-2.59406358003995,-2.35193407165314,-2.48408870810739,3.84267510420205,-2.44936181681864,-1.32548875083956,5.16448998858032,"Tropical",0.9999765256199
"129","I9N",2016-04-11 01:15:00,2016,10,4,0.548151667,93.02456667,108.492834289392,6.31203877078973,17.1882395259461,1.91023333333333,0.302633333333333,0.017607,0,0.01,30.679,33.996,0.0900282338261604,0.0069921813,2.7945038e-05,0.5828128,0.4101671,0.124154922768474,0.0529978806227446,1.31824052596092,0.01,0.1,58,0.0860373029075563,0.0791026898808777,53,31.1442220337842,282.45,0.287258477328578,"N-lim",393.472222222222,216.347330805332,-0.0808973101191223,-2.00634904228896,-4.49718114566803,-3.41799820804596,0.410195045038,0.548151667,4.68668412738381,1.84245872591852,2.84422540146529,-4.60517018598809,-2.30258509299405,-2.08622511603418,-2.93750335447967,-2.452974322034,-2.53700839870736,3.4386287395463,-2.40763194866875,-1.24737285066584,5.37688512920321,"Tropical",0.999954236112916
"130","I9N",2016-04-11 05:35:00,2016,11,4,0.718498333,92.83943,131.660793626475,7.02729224164367,18.7356365864869,2.2916,0.3261,0.0174053333333333,0,0.01,30.648,39.871998,0.0900282338261604,0.0038835665,2.618285e-05,0.6058945,0.39019573,0.124154922768474,0.0529978806227446,1.31824052596092,0.01,0.1,58,0.0860373029075563,0.0791026898808777,53,31.1442220337842,282.45,0.287258477328578,"N-lim",461.481458333333,253.741626696539,-0.0808973101191223,-2.00634904228896,-4.49718114566803,-3.41799820804596,0.39022191285,0.718498333,4.88022886986962,1.94980145973915,2.93042741013047,-4.60517018598809,-2.30258509299405,-2.08622511603418,-2.93750335447967,-2.452974322034,-2.53700839870736,3.4386287395463,-2.40763194866875,-1.24737285066584,5.5363165315713,"Tropical",0.999921373204146
"131","I9N",2016-04-11 07:30:00,2016,11,4,0.818113333,92.73359833,112.585398279109,6.70191250824357,16.7989955315927,2.03246666666667,0.303266666666667,0.0180526666666667,0,0.01,30.704,36.292,0.0900282338261604,0.0038835665,2.618285e-05,0.6058945,0.39019573,0.124154922768474,0.0529978806227446,1.31824052596092,0.01,0.1,58,0.0860373029075563,0.0791026898808777,53,31.1442220337842,282.45,0.287258477328578,"N-lim",420.046296296296,230.958857794655,-0.0808973101191223,-2.00634904228896,-4.49718114566803,-3.41799820804596,0.39022191285,0.818113333,4.72371202949127,1.90239293465569,2.82131909483559,-4.60517018598809,-2.30258509299405,-2.08622511603418,-2.93750335447967,-2.452974322034,-2.53700839870736,3.4386287395463,-2.40763194866875,-1.24737285066584,5.44223958987421,"Tropical",0.999898060076868
"132","I9N",2016-04-11 12:30:00,2016,11,4,0.926686667,92.63333333,127.268756764968,7.04002100840336,18.0778944569985,2.23403333333333,0.317333333333333,0.0175536666666667,0,0.01,30.72,32.129997,0.0900282338261604,0.0038835665,2.618285e-05,0.6058945,0.39019573,0.124154922768474,0.0529978806227446,1.31824052596092,0.01,0.1,58,0.0860373029075563,0.0791026898808777,53,31.1442220337842,282.45,0.287258477328578,"N-lim",371.874965277778,204.472264082048,-0.0808973101191223,-2.00634904228896,-4.49718114566803,-3.41799820804596,0.39022191285,0.926686667,4.84630104547167,1.9516111543137,2.89468989115796,-4.60517018598809,-2.30258509299405,-2.08622511603418,-2.93750335447967,-2.452974322034,-2.53700839870736,3.4386287395463,-2.40763194866875,-1.24737285066584,5.32043233832391,"Tropical",0.999869208023954
"133","I9N",2016-04-11 15:30:00,2016,11,4,1.098345,92.50449167,129.269877675841,6.6680469289165,19.3864678899083,2.25446666666667,0.3381,0.01744,0,0.01,30.6419,27.029999,0.0900282338261604,0.0038835665,2.618285e-05,0.6058945,0.39019573,0.124154922768474,0.0529978806227446,1.31824052596092,0.01,0.1,58,0.0860373029075563,0.0791026898808777,53,31.1442220337842,282.45,0.287258477328578,"N-lim",312.847210648148,172.01635884577,-0.0808973101191223,-2.00634904228896,-4.49718114566803,-3.41799820804596,0.39022191285,1.098345,4.86190229402668,1.89732700279367,2.96457529123301,-4.60517018598809,-2.30258509299405,-2.08622511603418,-2.93750335447967,-2.452974322034,-2.53700839870736,3.4386287395463,-2.40763194866875,-1.24737285066584,5.14758958185925,"Tropical",0.99981626622649
"134","I9N",2016-04-11 18:50:00,2016,11,4,1.140505,92.47757667,132.777175092211,6.68965894184522,19.8481232371447,2.0399,0.304933333333333,0.0153633333333333,0,0.01,30.61,31.477997,0.0873768627643585,0.004656781,3.22804e-05,0.59458935,0.4007216,0.123060966935009,0.080009804751724,1.28839234060049,0.01,0.1,58,0.0862532438673079,0.0896957961730659,53,38.6678724778152,282.13333,0.299288658425212,"N-lim",364.328668981481,178.507133733426,-0.0703042038269341,-1.87769317408651,-4.33137366199493,-3.52310809993744,0.4007538804,1.140505,4.88867234796461,1.9005628925484,2.98810945541621,-4.60517018598809,-2.30258509299405,-2.09507538027332,-2.52560609242149,-2.45046761372216,-2.41133137642178,3.6550090867231,-2.4375247594639,-1.20634675850932,5.18462856531426,"Tropical",0.999801890735091
"135","I9N",2016-04-11 21:10:00,2016,11,4,1.450153333,92.29927167,122.090335898759,5.85012364261907,20.8697017972939,1.81373333333333,0.310033333333333,0.0148556666666667,0,0.01,30.466,38.912,0.0873768627643585,0.004051784,2.520885e-05,0.59879035,0.3971327,0.123060966935009,0.080009804751724,1.28839234060049,0.01,0.1,58,0.0862532438673079,0.0896957961730659,53,38.6678724778152,282.13333,0.299288658425212,"N-lim",450.37037037037,220.664281397418,-0.0703042038269341,-1.87769317408651,-4.33137366199493,-3.52310809993744,0.39715790885,1.450153333,4.80476122891589,1.76646279651085,3.03829843240504,-4.60517018598809,-2.30258509299405,-2.09507538027332,-2.52560609242149,-2.45046761372216,-2.41133137642178,3.6550090867231,-2.4375247594639,-1.20634675850932,5.39664245783322,"Tropical",0.999679720305383
"136","I9N",2016-04-12 02:30:00,2016,11,4,1.67274,92.21094833,119.443819972124,6.99000131561634,17.0878107998742,1.77103333333333,0.253366666666667,0.0148273333333333,0,0.02,30.704,38.252,0.0903629884123802,0.004051784,2.520885e-05,0.59879035,0.3971327,0.11199479040876,0.0488977770265192,1.34749528205395,0.02,0.1,59,0.0805696559250355,0.0819005030877888,53,24.3444660442486,286.5,0.330341921653598,"N-lim",442.731481481482,273.779579422414,-0.238099496912211,-1.74370818221569,-4.13113140392303,-3.60179689407348,0.39715790885,1.67274,4.78284613507152,1.94448074445977,2.83836539061175,-3.91202300542815,-2.30258509299405,-2.18930292297636,-3.01802334311501,-2.51863317771183,-2.50225014543394,3.19230455652285,-2.40392051563638,-1.10762703470687,5.61232332797806,"Tropical",0.999573861496227
"137","I9N",2016-04-12 08:30:00,2016,12,4,2.013626667,92.08567667,136.507936507937,8.2258023595078,16.5950907330218,2.16146666666667,0.262766666666667,0.015834,0,0.02,30.694,34.815998,0.0903629884123802,0.0035879465,1.857314e-05,0.6096148,0.3867787,0.11199479040876,0.0488977770265192,1.34749528205395,0.02,0.1,59,0.0805696559250355,0.0819005030877888,53,24.3444660442486,286.5,0.330341921653598,"N-lim",402.962939814815,249.18721346888,-0.238099496912211,-1.74370818221569,-4.13113140392303,-3.60179689407348,0.38679727314,2.013626667,4.91638275585007,2.10727584320156,2.80910691264851,-3.91202300542815,-2.30258509299405,-2.18930292297636,-3.01802334311501,-2.51863317771183,-2.50225014543394,3.19230455652285,-2.40392051563638,-1.10762703470687,5.51820447527938,"Tropical",0.999382498600336
"138","I9N",2016-04-12 11:10:00,2016,12,4,2.201161667,92.020135,149.292232988663,7.89250515700206,18.9156966031519,2.29566666666667,0.290866666666667,0.015377,0,0.01,30.6809,28.717999,0.0903629884123802,0.0035879465,1.857314e-05,0.6096148,0.3867787,0.11199479040876,0.0488977770265192,1.34749528205395,0.01,0.1,59,0.0805696559250355,0.0819005030877888,53,24.3444660442486,286.5,0.330341921653598,"N-lim",332.384247685185,205.542238002543,-0.0780994969122112,-1.74370818221569,-4.13113140392303,-3.60179689407348,0.38679727314,2.201161667,5.00590568034303,2.06591359485519,2.93999208548784,-4.60517018598809,-2.30258509299405,-2.18930292297636,-3.01802334311501,-2.51863317771183,-2.50225014543394,3.19230455652285,-2.40392051563638,-1.10762703470687,5.32565155054158,"Tropical",0.99926213789571
"139","I9N",2016-04-12 15:20:00,2016,12,4,2.43041,91.94473167,181.592858567724,7.17992704328107,25.2917414721724,2.42753333333333,0.3381,0.013368,0,0.015,30.696,34.098,0.0903629884123802,0.0035879465,1.857314e-05,0.6096148,0.3867787,0.11199479040876,0.0488977770265192,1.34749528205395,0.015,0.1,59,0.0805696559250355,0.0819005030877888,53,24.3444660442486,286.5,0.330341921653598,"N-lim",394.652777777778,244.048313791317,-0.158099496912211,-1.74370818221569,-4.13113140392303,-3.60179689407348,0.38679727314,2.43041,5.20176714032634,1.97128922190559,3.23047791842075,-4.19970507787993,-2.30258509299405,-2.18930292297636,-3.01802334311501,-2.51863317771183,-2.50225014543394,3.19230455652285,-2.40392051563638,-1.10762703470687,5.4973662130338,"Tropical",0.999100463676305
"140","I9N",2016-04-12 17:30:00,2016,12,4,2.598448333,91.88993833,129.45928666912,7.38294111147938,17.5349206656721,2.22743333333333,0.3017,0.0172056666666667,0,0.02,30.504,27.621998,0.0900537893176079,0.0035879465,1.857314e-05,0.6096148,0.3867787,0.104701100159436,0.0337021132092923,1.37553325778246,0.02,0.1,58,0.0818011860214174,0.0809179933480918,52,28.4325921623366,287.98334,0.356161937816068,"N-lim",319.699050925926,184.107603953185,-0.239082006651908,-1.65503523682058,-4.06878456974029,-3.78516959095001,0.38679727314,2.598448333,4.86336644305368,1.99917208381325,2.86419435924043,-3.91202300542815,-2.30258509299405,-2.25664565342984,-3.3901947370826,-2.50346353643921,-2.51431906496224,3.34753609851451,-2.4073481280944,-1.03236977005152,5.21552039077111,"Tropical",0.99897179793113
"141","I9N",2016-04-12 20:58:00,2016,12,4,2.761846667,91.83674167,133.701152500056,7.17685772406364,18.6294834927217,1.99923333333333,0.278566666666667,0.014953,0,0.02,30.483,35.437996,0.0900537893176079,0.003742231,1.7344586e-05,0.60408616,0.39215434,0.104701100159436,0.0337021132092923,1.37553325778246,0.02,0.1,58,0.0818011860214174,0.0809179933480918,52,28.4325921623366,287.98334,0.356161937816068,"N-lim",410.161990740741,236.203207764426,-0.239082006651908,-1.65503523682058,-4.06878456974029,-3.78516959095001,0.392171684586,2.761846667,4.89560710411604,1.97086164437846,2.92474545973758,-3.91202300542815,-2.30258509299405,-2.25664565342984,-3.3901947370826,-2.50346353643921,-2.51431906496224,3.34753609851451,-2.4073481280944,-1.03236977005152,5.46469248438411,"Tropical",0.99883844501578
"142","I9N",2016-04-12 23:45:00,2016,12,4,3.000083333,91.75994667,124.862571701721,6.33818622990597,19.7000478011472,2.0897,0.3297,0.016736,0,0.02,30.534,36.804,0.0900537893176079,0.003742231,1.7344586e-05,0.60408616,0.39215434,0.104701100159436,0.0337021132092923,1.37553325778246,0.02,0.1,58,0.0818011860214174,0.0809179933480918,52,28.4325921623366,287.98334,0.356161937816068,"N-lim",425.972222222222,245.307969969914,-0.239082006651908,-1.65503523682058,-4.06878456974029,-3.78516959095001,0.392171684586,3.000083333,4.82721370610354,1.84659264390837,2.98062106219517,-3.91202300542815,-2.30258509299405,-2.25664565342984,-3.3901947370826,-2.50346353643921,-2.51431906496224,3.34753609851451,-2.4073481280944,-1.03236977005152,5.50251444144154,"Tropical",0.998629458634259
"143","I9N",2016-04-13 03:40:00,2016,12,4,3.20292,91.65622667,119.40586267952,6.35872184389731,18.7782805429865,2.02313333333333,0.318166666666667,0.0169433333333333,0,0.015,30.49,31.509998,0.0900537893176079,0.003742231,1.7344586e-05,0.60408616,0.39215434,0.104701100159436,0.0337021132092923,1.37553325778246,0.015,0.1,58,0.0818011860214174,0.0809179933480918,52,28.4325921623366,287.98334,0.356161937816068,"N-lim",364.699050925926,210.022107464842,-0.159082006651908,-1.65503523682058,-4.06878456974029,-3.78516959095001,0.392171684586,3.20292,4.78252830092159,1.84982738921459,2.93270091170699,-4.19970507787993,-2.30258509299405,-2.25664565342984,-3.3901947370826,-2.50346353643921,-2.51431906496224,3.34753609851451,-2.4073481280944,-1.03236977005152,5.34721279881869,"Tropical",0.99843791801972
"144","I9N",2016-04-13 06:35:00,2016,13,4,3.431008333,91.71537333,145.607555735087,8.7856313834726,16.573374112759,2.52323333333333,0.2872,0.017329,0,0.01,30.6799,33.033997,0.0900537893176079,0.0040165386,1.7510469e-05,0.5883895,0.4075764,0.104701100159436,0.0337021132092923,1.37553325778246,0.01,0.1,58,0.0818011860214174,0.0809179933480918,52,28.4325921623366,287.98334,0.356161937816068,"N-lim",382.337928240741,220.179946311874,-0.0790820066519082,-1.65503523682058,-4.06878456974029,-3.78516959095001,0.407593910469,3.431008333,4.98091502820109,2.17311758968513,2.80779743851596,-4.60517018598809,-2.30258509299405,-2.25664565342984,-3.3901947370826,-2.50346353643921,-2.51431906496224,3.34753609851451,-2.4073481280944,-1.03236977005152,5.3944451498048,"Tropical",0.998207585274245
"145","I9N",2016-04-13 10:10:00,2016,13,4,3.718448333,91.40715667,130.950177387012,7.41360113524725,17.6635045503625,2.26386666666667,0.305366666666667,0.017288,0,0.02,30.7252,38.426,0.0919574201107025,0.0040165386,1.7510469e-05,0.5883895,0.4075764,0.0832698644287884,0.0285866959048435,1.41984614413977,0.02,0.1,55,0.0837196765467524,0.0677143193669617,51,14.3863865605489,292.23334,0.41393814899493,"N-lim",444.74537037037,330.432877243892,-0.252285680633038,-1.27311172779277,-3.75247394657136,-4.07167660617828,0.407593910469,3.718448333,4.87481692556916,2.00331630442069,2.87150062114847,-3.91202300542815,-2.30258509299405,-2.48566856682762,-3.55481384753758,-2.48028124492407,-2.69245760936205,2.66628238169092,-2.38642963395326,-0.88203871488087,5.80040354409306,"Tropical",0.997894788163117
"146","I9N",2016-04-13 12:30:00,2016,13,4,3.90019,91.32631333,138.068574201617,7.38253493013973,18.7020549862814,2.46576666666667,0.334,0.017859,0,0.03,31.5144,38.173996,0.0919574201107025,0.0040165386,1.7510469e-05,0.5883895,0.4075764,0.0832698644287884,0.0285866959048435,1.41984614413977,0.03,0.1,55,0.0837196765467524,0.0677143193669617,51,14.3863865605489,292.23334,0.41393814899493,"N-lim",441.828657407407,328.265844328758,-0.412285680633038,-1.27311172779277,-3.75247394657136,-4.07167660617828,0.407593910469,3.90019,4.92775047624055,1.99911706610321,2.92863341013734,-3.50655789731998,-2.30258509299405,-2.48566856682762,-3.55481384753758,-2.48028124492407,-2.69245760936205,2.66628238169092,-2.38642963395326,-0.88203871488087,5.79382378110788,"Tropical",0.997684053282875
"147","I9N",2016-04-13 15:25:00,2016,13,4,4.065341667,91.20651167,120.989534800373,6.11124185372918,19.7978639524049,2.25056666666667,0.368266666666667,0.0186013333333333,0,0.025,31.1592,37.626,0.0919574201107025,0.0030938778,1.634524e-05,0.58818614,0.40870366,0.0832698644287884,0.0285866959048435,1.41984614413977,0.025,0.1,55,0.0837196765467524,0.0677143193669617,51,14.3863865605489,292.23334,0.41393814899493,"N-lim",435.486111111111,323.553516868232,-0.332285680633038,-1.27311172779277,-3.75247394657136,-4.07167660617828,0.40872000524,4.065341667,4.79570405260321,1.81013000191399,2.98557405068922,-3.68887945411394,-2.30258509299405,-2.48566856682762,-3.55481384753758,-2.48028124492407,-2.69245760936205,2.66628238169092,-2.38642963395326,-0.88203871488087,5.77936453107249,"Tropical",0.997483849392095
"148","I9N",2016-04-13 18:15:00,2016,13,4,4.285296667,91.04708833,123.510916646512,6.74276797503302,18.3175391921902,1.87246666666667,0.2777,0.0151603333333333,0,0.02,31.1958,45.33,0.0919574201107025,0.0030938778,1.634524e-05,0.58818614,0.40870366,0.0832698644287884,0.0285866959048435,1.41984614413977,0.02,0.1,55,0.0837196765467524,0.0677143193669617,51,14.3863865605489,292.23334,0.41393814899493,"N-lim",524.652777777778,389.801757285839,-0.252285680633038,-1.27311172779277,-3.75247394657136,-4.07167660617828,0.40872000524,4.285296667,4.81632954606041,1.90847051940705,2.90785902665336,-3.91202300542815,-2.30258509299405,-2.48566856682762,-3.55481384753758,-2.48028124492407,-2.69245760936205,2.66628238169092,-2.38642963395326,-0.88203871488087,5.96563829523631,"Tropical",0.99720434184901
"149","I9N",2016-04-13 20:43:00,2016,13,4,4.518033333,90.86723,126.097609168149,6.54275169161371,19.2728709741158,2.12726666666667,0.325133333333333,0.01687,0,0.02,31.1771,47.036,0.0969714820384979,0.0030938778,1.634524e-05,0.58818614,0.40870366,0.076987295396626,0.0424410049337894,1.41952188920975,0.02,0.1,47,0.0859504151046276,0.0603093776684254,50,24.6862833785709,291.26666,0.458735070424154,"N-lim",544.398148148148,330.121753012525,-0.259690622331575,-1.20087674409896,-3.95367956542969,-4.27091837596893,0.40872000524,4.518033333,4.83705628298264,1.87835782493267,2.95869845804996,-3.91202300542815,-2.30258509299405,-2.56411486559061,-3.15964028658669,-2.45398471755904,-2.80826767045118,3.20624776057898,-2.33333834330822,-0.779282424177466,5.79946153493856,"Tropical",0.996892590058194
"150","I9N",2016-04-13 23:00:00,2016,13,4,4.653826667,90.76292833,125.800270023083,6.32195228715256,19.8989591045687,1.92566666666667,0.3046,0.0153073333333333,0,0.02,30.6431,45.04,0.0969714820384979,0.0030938778,1.634524e-05,0.58818614,0.40870366,0.076987295396626,0.0424410049337894,1.41952188920975,0.02,0.1,47,0.0859504151046276,0.0603093776684254,50,24.6862833785709,291.26666,0.458735070424154,"N-lim",521.296296296296,316.112844537889,-0.259690622331575,-1.20087674409896,-3.95367956542969,-4.27091837596893,0.40872000524,4.653826667,4.83469549071144,1.8440280666521,2.99066742405934,-3.91202300542815,-2.30258509299405,-2.56411486559061,-3.15964028658669,-2.45398471755904,-2.80826767045118,3.20624776057898,-2.33333834330822,-0.779282424177466,5.75609925280882,"Tropical",0.996703095518103
"151","I9N",2016-04-14 01:50:00,2016,13,4,4.833453333,90.62174,123.093754144013,6.52166276346603,18.8745966494276,1.8565,0.284666666666667,0.015082,0,0.04,30.539,50.197998,0.043500833,0.0023338806,1.5645095e-05,0.567671,0.42997947,0.076987295396626,0.0424410049337894,1.41952188920975,0.04,0.1,47,0.0859504151046276,0.0603093776684254,50,24.6862833785709,291.26666,0.458735070424154,"N-lim",580.995347222222,403.281165577593,-0.579690622331575,-1.20087674409896,-3.95367956542969,-4.27091837596893,0.429995115095,4.833453333,4.81294629383668,1.87512936849667,2.93781692534001,-3.2188758248682,-2.30258509299405,-2.56411486559061,-3.15964028658669,-2.45398471755904,-2.80826767045118,3.20624776057898,-3.13497519164556,-0.779282424177466,5.99963400001418,"Tropical",0.996443832347644
"152","I9N",2016-04-14 04:00:00,2016,13,4,5.024525,90.47362,116.885175584193,6.59528569925287,17.7225340817963,2.08916666666667,0.316766666666667,0.0178736666666667,0,0.06,30.717,46.008,0.0983930230140686,0.0023338806,1.5645095e-05,0.567671,0.42997947,0.0658142857253552,0.0223895891904831,1.48806449621916,0.06,0.1,48,0.0798983739241958,0.0535254589654505,50,22.2948016082097,293.83334,0.479661743156612,"N-lim",532.5,336.611421082664,-0.906474541034549,-0.99415429170616,-3.58364545726776,-4.32921440505981,0.429995115095,5.024525,4.76119204764099,1.88635510581518,2.87483694182581,-2.81341071676004,-2.30258509299405,-2.72091835592739,-3.7991591964414,-2.52699977780379,-2.9275978697566,3.10435353955183,-2.31878538176633,-0.734674125256257,5.81892921190794,"Tropical",0.996157300513159
"153","I9N",2016-04-14 08:00:00,2016,14,4,5.33135,90.24293333,116.192017972776,7.52761130136985,15.4354433725386,2.3446,0.311466666666667,0.0201786666666667,0,0.055,30.769,49.325996,0.12892558,0.0023338806,1.5645095e-05,0.567671,0.42997947,0.0658142857253552,0.0223895891904831,1.48806449621916,0.055,0.1,48,0.0798983739241958,0.0535254589654505,50,22.2948016082097,293.83334,0.479661743156612,"N-lim",570.902731481482,343.057927399015,-0.82647454103455,-0.99415429170616,-3.58364545726776,-4.32921440505981,0.429995115095,5.33135,4.75524414991362,2.01857776723187,2.73666638268174,-2.90042209374967,-2.30258509299405,-2.72091835592739,-3.7991591964414,-2.52699977780379,-2.9275978697566,3.10435353955183,-2.04851994031566,-0.734674125256257,5.83789931745178,"Tropical",0.995674007577481
"154","I9N",2016-04-14 10:30:00,2016,14,4,5.393996667,90.19357833,138.878436204399,8.03477506983914,17.2846700744268,2.7803,0.346033333333333,0.0200196666666667,0,0.05,31.2911,49.449997,0.0983930230140686,0.0020079233,1.46159e-05,0.5364448,0.46153265,0.0658142857253552,0.0223895891904831,1.48806449621916,0.05,0.1,48,0.0798983739241958,0.0535254589654505,50,22.2948016082097,293.83334,0.479661743156612,"N-lim",572.337928240741,361.794334957039,-0.74647454103455,-0.99415429170616,-3.58364545726776,-4.32921440505981,0.4615472659,5.393996667,4.93359899079967,2.0837790050004,2.84981998579928,-2.99573227355399,-2.30258509299405,-2.72091835592739,-3.7991591964414,-2.52699977780379,-2.9275978697566,3.10435353955183,-2.31878538176633,-0.734674125256257,5.89107591489787,"Tropical",0.995571819612194
